97,19:35,20:25,6,6,25,4,5,now(),now()
98,20:35,21:25,6,6,25,4,5,now(),now()
99,21:25,22:15,6,6,25,4,5,now(),now()
100,22:15,23:05,6,,,4,5,now(),now()
101,18:45,19:35,2,,,5,18,now(),now()
102,19:35,20:25,2,9,30,5,18,now(),now()
103,20:25,21:15,2,6,33,5,18,now(),now()
104,21:15,22:15,2,6,33,5,18,now(),now()
105,22:15,23:05,2,6,33,5,18,now(),now()
106,23:05,19:35,3,8,35,5,18,now(),now()
107,19:35,20:25,3,6,34,5,18,now(),now()
108,20:35,21:25,3,6,34,5,18,now(),now()
109,21:25,22:15,3,6,34,5,18,now(),now()
110,22:15,23:05,3,6,34,5,18,now(),now()
111,18:45,19:35,4,8,35,5,18,now(),now()
112,19:35,20:25,4,8,35,5,18,now(),now()
113,20:35,21:25,4,8,35,5,18,now(),now()
114,21:25,22:15,4,1,31,5,18,now(),now()
115,22:15,23:05,4,6,31,5,18,now(),now()
116,18:45,19:35,5,6,33,5,18,now(),now()
117,19:35,20:25,5,9,36,5,18,now(),now()
118,20:35,21:25,5,9,36,5,18,now(),now()
119,21:25,22:15,5,9,36,5,18,now(),now()
120,22:15,23:05,5,9,36,5,18,now(),now()
121,18:45,19:35,6,9,30,5,18,now(),now()
122,19:35,20:25,6,3,37,5,18,now(),now()
123,20:35,21:25,6,3,37,5,18,now(),now()
124,21:25,22:15,6,3,37,5,18,now(),now()
125,22:15,23:05,6,3,37,5,18,now(),now()
126,18:45,19:35,2,5,38,6,17,now(),now()
127,19:35,20:25,2,5,38,6,17,now(),now()
128,20:25,21:15,2,1,32,6,17,now(),now()
129,21:15,22:15,2,15,39,6,17,now(),now()
130,22:15,23:05,2,15,39,6,17,now(),now()
131,23:05,19:35,3,6,40,6,17,now(),now()
132,19:35,20:25,3,10,41,6,17,now(),now()
133,20:35,21:25,3,10,41,6,17,now(),now()
134,21:25,22:15,3,10,41,6,17,now(),now()
135,22:15,23:05,3,10,41,6,17,now(),now()
136,18:45,19:35,4,6,40,6,17,now(),now()
137,19:35,20:25,4,6,40,6,17,now(),now()
138,20:35,21:25,4,6,40,6,17,now(),now()
139,21:25,22:15,4,13,42,6,17,now(),now()
140,22:15,23:05,4,13,42,6,17,now(),now()
141,18:45,19:35,5,7,43,6,17,now(),now()
142,19:35,20:25,5,7,43,6,17,now(),now()
143,20:35,21:25,5,1,32,6,17,now(),now()
144,21:25,22:15,5,7,43,6,17,now(),now()
145,22:15,23:05,5,7,43,6,17,now(),now()
146,18:45,19:35,6,3,4,6,17,now(),now()
147,19:35,20:25,6,5,44,6,17,now(),now()
148,20:35,21:25,6,5,44,6,17,now(),now()
149,21:25,22:15,6,5,44,6,17,now(),now()
150,22:15,23:05,6,5,44,6,17,now(),now()
